日期,总确诊数,新增确诊数,总治愈数,新增治愈数,总死亡数,新增死亡数
2021年01.28,1676,9,1555,5,7,0
2021年01.29,1687,11,1559,4,7,0
2021年01.30,1694,7,1562,3,7,0
2021年01.31,1698,4,1566,4,7,0
2021年02.01,1705,7,1568,2,7,0
2021年02.02,1709,4,1572,4,7,0
2021年02.03,1714,5,1582,10,7,0
2021年02.04,1724,10,1590,8,7,0
2021年02.05,1729,5,1592,2,7,0
2021年02.06,1732,3,1597,5,7,0
2021年02.07,1739,7,1607,10,7,0
2021年02.08,1741,2,1615,8,7,0
2021年02.09,1747,6,1619,4,7,0
2021年02.10,1747,0,1626,7,7,0
2021年02.11,1754,7,1633,7,7,0
2021年02.12,1757,3,1639,6,7,0
2021年02.13,1759,2,1643,4,7,0
2021年02.14,1760,1,1650,7,7,0
2021年02.15,1765,5,1662,12,7,0
2021年02.16,1765,5,1670,8,7,0
2021年02.17,1769,4,1676,6,7,0
2021年02.18,1776,7,1682,6,7,0
2021年02.19,1778,2,1686,4,7,0
2021年02.20,1781,3,1689,3,7,0
2021年02.21,1783,2,1704,15,7,0
2021年02.22,1783,0,1710,6,7,0
2021年02.23,1786,3,1713,3,7,0
2021年02.24,1789,3,1717,4,7,0
2021年02.25,1793,4,1727,10,7,0
2021年02.26,1794,1,1734,7,7,0
2021年02.27,1794,0,1738,4,7,0
2021年02.28,1796,2,1744,6,7,0
2021年03.01,1797,1,1749,5,7,0
2021年03.02,1797,0,1757,8,7,0
2021年03.03,1802,5,1761,4,7,0
2021年03.04,1808,6,1763,2,7,0
2021年03.05,1809,1,1767,4,7,0
2021年03.06,1811,2,1768,1,7,0
2021年03.07,1816,5,1773,5,7,0
2021年03.08,1818,2,1776,3,7,0
2021年03.09,1820,2,1777,1,7,0
2021年03.10,1825,5,1780,3,7,0
2021年03.11,1828,3,1781,1,7,0
2021年03.12,1830,2,1782,1,7,0
2021年03.13,1834,4,1786,4,7,0
2021年03.14,1835,1,1788,2,7,0
2021年03.15,1840,5,1791,3,7,0
2021年03.16,1841,1,1795,4,7,0
2021年03.17,1843,2,1800,5,7,0
2021年03.18,1848,5,1801,1,7,0
2021年03.19,1848,0,1801,0,7,0
2021年03.20,1852,4,1805,4,7,0
2021年03.21,1855,3,1808,3,7,0
2021年03.22,1856,1,1812,4,7,0
2021年03.23,1859,3,1816,4,7,0
2021年03.24,1863,4,1816,0,7,0
2021年03.25,1870,7,1820,4,7,0
2021年03.26,1876,6,1823,3,7,0
2021年03.27,1878,2,1824,1,7,0
2021年03.28,1879,1,1830,6,7,0
2021年03.29,1882,3,1831,1,7,0
2021年03.30,1882,0,1832,1,7,0
2021年03.31,1885,3,1833,1,7,0
2021年04.01,1887,2,1834,1,7,0
2021年04.02,1891,4,1839,5,7,0
2021年04.03,1897,6,1840,1,7,0
2021年04.04,1900,3,1846,6,7,0
2021年04.05,1902,2,1854,8,7,0
2021年04.06,1904,2,1858,4,7,0
2021年04.07,1913,9,1860,2,7,0
2021年04.08,1916,3,1861,1,7,0
2021年04.09,1920,4,1861,0,7,0
2021年04.10,1922,2,1866,5,7,0
2021年04.11,1925,3,1866,0,7,0
2021年04.12,1926,1,1866,0,7,0
2021年04.13,1931,5,1867,1,7,0
2021年04.14,1934,3,1872,5,7,0
2021年04.15,1937,3,1874,2,7,0
2021年04.16,1940,3,1874,0,7,0
2021年04.17,1942,2,1878,4,7,0
2021年04.18,1943,1,1879,1,7,0
2021年04.19,1946,3,1880,1,7,0
2021年04.20,1949,3,1885,5,7,0
2021年04.21,1950,1,1885,0,7,0
2021年04.22,1955,5,1889,4,7,0
2021年04.23,1958,3,1892,3,7,0
2021年04.24,1967,9,1894,2,7,0
2021年04.25,1969,2,1897,3,7,0
2021年04.26,1970,1,1900,3,7,0
2021年04.27,1972,2,1903,3,7,0
2021年04.28,1977,5,1906,3,7,0
2021年04.29,1984,7,1909,3,7,0
2021年04.30,1987,3,1914,5,7,0
2021年05.01,1991,4,1917,3,7,0
2021年05.02,1996,5,1921,4,7,0
2021年05.03,1999,3,1926,5,7,0
2021年05.04,1999,0,1930,4,7,0
2021年05.05,1999,0,1932,2,7,0
2021年05.06,2004,5,1937,5,7,0
2021年05.07,2006,2,1943,6,7,0
2021年05.08,2012,6,1947,4,7,0
2021年05.09,2016,4,1950,3,7,0
2021年05.10,2020,4,1952,2,7,0
2021年05.11,2023,3,1955,3,7,0
2021年05.12,2025,2,1960,5,7,0
2021年05.13,2026,1,1964,4,7,0
2021年05.14,2029,3,1967,3,7,0
2021年05.15,2031,2,1970,3,7,0
2021年05.16,2037,6,1974,4,7,0
2021年05.17,2041,4,1979,5,7,0
2021年05.18,2050,9,1983,4,7,0
2021年05.19,2052,2,1985,2,7,0
2021年05.20,2061,9,1991,6,7,0
2021年05.21,2062,1,1995,4,7,0
2021年05.22,2066,4,1996,1,7,0
2021年05.23,2069,3,1996,0,7,0
2021年05.24,2072,3,2000,4,7,0
2021年05.25,2078,6,2004,4,7,0
2021年05.26,2079,1,2008,4,7,0
2021年05.27,2081,2,2014,6,7,0
2021年05.28,2088,7,2018,4,7,0
2021年05.29,2093,5,2019,1,7,0
2021年05.30,2095,2,2022,3,7,0
2021年05.31,2102,7,2026,4,7,0
2021年06.01,2108,6,2031,5,7,0
2021年06.02,2111,3,2033,2,7,0
2021年06.03,2116,5,2038,5,7,0
2021年06.04,2117,1,2043,5,7,0
2021年06.05,2124,7,2046,3,7,0
2021年06.06,2128,4,2046,0,7,0
2021年06.07,2130,2,2054,8,7,0
2021年06.08,2132,2,2059,5,7,0
